num_slice,confianza LV,area bbox LV,confianza IC,area bbox IC,calidad
7,0.9591500752644164,16650,0.9197067189230048,7447,buena
10,0.7599989275123311,21734,0.508717501758127,12053,media
9,0.6793349801687375,23351,0.6983872626680925,13403,media
4,0.8659287181126228,21112,0.8631167198478046,11284,buena
1,0.5123362425813216,27473,0.5872281144539832,16630,media
4,0.3910886091786279,19863,0.3490342299625885,9580,mala
3,0.8346353238153845,24395,0.733673912032382,13948,media
8,0.6499921881050169,17429,0.621025702479681,7544,mala
8,0.8957391003965794,27133,0.9036083738994646,16697,buena
6,0.8085019426996771,21302,0.8126867934084694,11577,media
6,0.6529754767723531,21293,0.54821324760991,11439,media
5,0.8850489259583373,29357,0.8170273871471687,18548,buena
9,0.8020111106189889,21507,0.7513399554687221,11732,media
1,0.5950351620848815,26093,0.7113376929511621,15279,media
1,0.5909130823333252,23210,0.8649110221526828,12482,mala
3,0.832920104578924,30784,0.6957065414974343,19605,media
8,0.5793011532234638,24049,0.4304848004328226,13646,mala
12,0.492185434900676,19318,0.4243240025235563,9712,mala
10,0.4955108191840043,21043,0.6571979502539745,11229,media
4,0.8578951046194162,24784,0.8665697454675076,14523,buena
11,0.3929221278971347,24909,0.5075710220512591,14010,mala
10,0.5586997541168391,19304,0.5360445848907387,7629,mala
3,0.6370766112729439,21227,0.5158845489702977,11175,media
3,0.8153625338473135,22726,0.9274499143246712,12557,media
3,0.7612232558090297,22612,0.7306293462106013,12505,media
8,0.8500859563224443,18455,0.8856981119412983,9093,buena
5,0.8317993037026037,22208,0.6463499964730579,12237,media
4,0.5549328382305445,22571,0.3619565596519643,12236,mala
3,0.7106131663652587,22245,0.5225039098221609,11923,mala
4,0.48830030794079,25904,0.4307490267423365,15102,mala
6,0.9005257217263122,24548,0.8689283331008756,14208,media
5,0.6285217463245983,30369,0.6595895288695773,19318,media
2,0.3733669216353509,23172,0.1506728229844386,12781,mala
9,0.9301556176571972,24645,0.7014023868820747,14493,media
3,0.6297519719472591,24117,0.5154448221631729,13425,mala
5,0.8661833349934382,27436,0.8882325829163755,16865,buena
6,0.776774130607812,26728,0.7864042391687356,16178,media
5,0.4629695199436979,22458,0.6130590848994641,11862,mala
4,0.9004123580980641,20540,1.0,10805,buena
5,0.4039955039229673,15069,0.3358192473696755,5494,mala
5,1.0,26429,1.0,16004,buena
3,0.4290417519814778,29126,0.4409844202129591,18140,mala
9,0.9507479965124114,25500,0.9463518842788844,15311,buena
5,0.8957208818666551,21567,0.8738381537381583,11744,buena
8,0.5463145781460923,28662,0.556733564991021,17848,media
8,0.7287347024307845,25072,0.7977687570493636,14730,media
2,0.8003238283911674,19752,0.5968211674715665,9984,media
4,0.5640071368577211,23487,0.6275417994055288,13182,media
7,0.95387266329856,26892,1.0,16475,buena
4,0.8815371019596611,27078,0.901064423716302,16517,buena
2,0.8871051625452859,28762,0.9701476781573594,17935,buena
6,0.8069359207064419,26440,0.7690482910781169,15881,media
4,1.0,25345,0.9107075054068312,15021,buena
1,0.7592360678026456,18274,0.5037440924332612,8621,media
1,0.4454950817715036,19597,0.3510150388293088,9448,mala
6,0.7921981750645465,12762,0.6528017931155137,3847,media
7,0.4926122913486548,16362,0.5165825357133613,6963,mala
3,0.7919770432603945,24323,0.7034887663644288,13806,media
3,0.957193437401822,29669,0.9312608348556144,18767,buena
5,0.6152852207491721,12140,0.6523014295493599,3349,media
8,0.5407972993691502,32315,0.3789518662824058,20976,mala
6,0.7668793610020422,23668,0.8299893072746038,13570,media
9,0.7358209364088891,25678,0.5039341753578437,15251,media
3,0.6585749535773293,24539,0.742645048153876,14145,media
4,0.7370516658862828,22801,0.6893109948199523,12586,media
4,0.9176355016463,15826,0.8054296201974229,6687,buena
1,0.5609383338769307,26495,0.6252732679102546,15837,media
5,0.8091577089116831,26687,0.9274938565796976,16232,buena
10,0.0,0,0.0,0,mala
5,0.8336823818069612,27532,0.8420708081818903,16721,media
1,0.7821164105633919,30235,0.8052097723849213,19175,media
6,0.6527811309015482,25611,0.6977567743423292,15184,media
9,0.8973019804882119,19113,0.6617058505019786,9565,media
4,0.9321352779895304,23785,0.953438973077576,13683,buena
5,0.9469776645828194,19416,0.984630678604435,9866,buena
6,0.6899270138537487,25983,0.7142888175209366,15548,media
5,0.5106741930000254,17448,0.552457416351894,8031,mala
8,0.4761237167034258,18156,0.4746214030181849,8463,mala
5,0.8888912003518491,24842,0.9082783191036504,14596,buena
7,0.9012915409499428,24302,0.8248165186989107,14156,media
6,0.91251816175056,26081,0.8951093897147038,15777,buena
7,0.9243712742317096,21791,0.9136437022504836,12048,buena
5,0.835842022667738,25429,0.8148958794432938,15143,buena
8,0.8954233188425766,21220,0.8953260260675526,11514,buena
9,0.754588856977874,30647,0.7745960790254676,19660,media
5,0.978440148636054,28291,0.8077202139430614,17430,media
2,0.856075129534924,25090,0.9141968908713688,14676,buena
12,0.8657781218451738,13202,0.7998767280884581,4651,buena
9,0.5896827331236536,17795,0.6626635282318757,7838,mala
4,0.9138309516238002,32309,0.6789645915007184,20969,media
3,0.5807272385709239,24994,0.5512308206992141,14154,mala
7,0.5831787769913533,17084,0.304395617504178,7242,mala
7,0.8895438093878956,23040,0.8851370831899309,13083,buena
8,0.4260643770150571,22755,0.4848108513460318,12521,mala
3,0.7382289649112433,21855,0.6594125272228694,11806,media
5,0.9122740823361736,20781,0.8912901569220175,11050,buena
8,0.5812715507159867,24813,0.5986522070379283,14321,mala
4,0.5927054588511136,25984,0.628865427696059,15462,media
5,0.9820872980782086,24181,0.9307000212401348,13991,buena
5,0.5375454891490845,24159,0.398669517734647,13925,mala
3,0.967792300526795,27225,1.0,16618,buena
1,0.7827055267350782,22011,0.6784294140881505,11955,media
4,0.7925202374539652,26681,0.632446541233167,15930,media
1,0.6306368670394639,27557,0.7483068887978302,16765,media
4,0.9827902823547464,22510,0.9186298264241216,12491,buena
7,0.5219184313255036,21386,0.6001868520926783,11390,mala
3,0.2152708634458728,27836,0.2801852573678112,16551,mala
9,0.790555971406143,18558,0.8856491293374111,8964,media
4,0.8703740056763937,26543,0.7000415004435456,15976,media
4,0.8075518679769602,20979,0.5688133763643201,10908,media
6,0.7270356191907461,27476,0.5773822276847129,16927,media
11,0.6041640305477419,19000,0.4979079330224128,9388,mala
7,0.9747860805992872,22391,0.9613775521804958,12598,buena
2,0.8038132050710981,22114,0.7486334136054691,11949,media
9,0.7562809367925556,22735,0.7755586887888555,12613,mala
9,0.5320061451657353,16483,0.5458591012233464,6820,mala
10,0.4254144894945407,25398,0.4700491089186052,14693,mala
4,0.3953855014272819,24659,0.526436660441514,14063,mala
7,0.9099152683179114,27976,0.918724492455564,17408,buena
8,0.9114772220947596,20450,0.8893751547027684,10862,buena
3,0.7711100478928338,28783,0.6331634638286756,17954,media
7,0.4252426180910025,24203,0.4424419464995777,13396,mala
5,0.654171048205276,22580,0.530007927618064,12577,media
4,0.7723809944683128,22044,0.7294782343256077,11898,media
6,0.6585563714275833,20333,0.4299847009690511,10654,media
4,0.9451701433196192,19435,0.8437113679227906,9839,buena
6,0.4229387703463807,18634,0.4068979834378638,8372,mala
4,0.509993932592246,24677,0.5458733876487109,14166,mala
1,0.7904135841621461,23699,0.718478272981985,13300,media
4,0.5750567635677384,14115,0.7638102732017702,4829,mala
5,0.8237370520519248,21704,0.8927705195498592,11757,media
5,0.950264742601306,25186,0.9389755164490392,14921,buena
6,0.8942136364984491,22775,0.8314740475722959,12872,buena
6,0.7679394322958525,30170,0.7064931773364331,19247,media
7,0.961886619516325,18046,0.8550669925318104,8705,buena
2,0.7151424164647747,29284,0.6427517896978008,18175,media
8,0.9166254515785882,27231,0.9204815364765528,16815,buena
3,0.6059327449908383,17531,0.5341700394796445,8123,media
5,0.9202662760863888,22557,0.906450854233499,12570,buena
8,0.9167464800919622,19808,0.9160518837774808,10308,buena
3,0.8645585552417275,18313,0.8807593345829283,8773,buena
5,0.9499225884873024,27352,0.9460617135781524,16791,buena
9,0.8598482201120085,24188,0.6754298354474481,14038,media
7,0.7333041800493864,24630,0.589809915650971,14254,media
5,0.934831422718036,26557,0.9020818753214834,16154,buena
5,0.9838632812931384,29153,0.8769303780870269,18358,buena
5,0.7706058602769001,32142,0.7397857696991852,20955,media
7,0.7318402502520096,21859,0.5447797201418269,11983,media
4,0.7291417783901173,25880,0.9400424745425926,15287,media
3,0.6861866567889623,25141,0.6003557623059654,14496,media
9,0.4214545871938984,23842,0.3209934351519721,13583,mala
3,0.8970174387799267,20147,0.6180873128653224,9875,mala
3,0.7029853871204305,25350,0.6261626800869494,14808,media
9,0.6863606872033281,24310,0.9123334941125424,14162,mala
5,0.9125361374448376,20401,0.9609578071345252,10715,buena
2,0.5219141898202236,25250,0.5980512009557508,13440,mala
14,0.8333681614756965,22709,0.7532092201043991,13087,media
10,0.8198371290160369,16617,0.6664418019550991,7427,media
5,0.6941303469719355,28266,0.7767244772229108,17536,media
7,0.3295153726674809,22916,0.3135774340057187,12239,mala
7,0.6655786689795566,18556,0.5634814419298156,9004,media
3,0.7194699817417629,25348,0.571531339024416,14850,media
7,0.8998024915172674,33345,0.894771352748014,22159,buena
4,0.8584009548565994,31253,0.8639113083303467,20193,buena
11,0.6483367362994188,17573,0.4776140149130011,8094,mala
7,0.6868773502173349,17581,0.5997380551269165,8232,media
11,0.5338323446557063,19209,0.5024742957722976,9633,mala
6,1.0,20777,0.9434441165942374,10866,media
6,0.8516525309921096,21147,0.7096211861347803,11347,media
8,0.8763285107975528,22297,0.8688685671960693,12451,buena
6,0.7286126216721396,26994,0.7311847614799675,16360,media
5,0.7268725855476529,32219,0.8247934713701099,20783,media
7,0.9286097170218502,20920,0.8611202558631601,11291,buena
4,0.8792881368002874,32098,0.6509519653964561,20601,mala
6,0.9344692589616026,24637,0.8686846540576444,14488,buena
6,0.5690098074865019,23022,0.598289330881715,12413,mala
5,0.5624840869737953,20326,0.6314581957922761,9693,mala
4,0.8837144058089301,29081,0.8257118623434547,18242,buena
4,0.844002478996629,15528,0.6957946731864713,6399,media
6,0.9230907269227616,20687,0.7822764124264858,10938,media
8,0.4259346309389518,24321,0.4285249337339526,14015,mala
8,0.6629571171719797,27588,0.6654449179219378,16990,media
4,0.5146730608690966,13935,0.5032681410338818,4350,mala
8,0.6090894571067293,19899,0.6130972843241035,10245,media
3,0.5888804066419161,29536,0.3903171654745271,17907,mala
7,0.8444315249785976,27128,0.6853347173417634,16611,media
11,0.3692176455123495,21824,0.4618179599468288,11626,mala
2,0.4511277416359903,25397,0.5890133996913176,14646,mala
9,0.9624872640119276,17791,0.970364009782858,8391,media
6,0.7935810578786342,28253,0.7361237087876369,17426,media
11,0.7035114625136417,23004,0.687677466183886,13031,media
9,0.6504962867351816,14499,0.6646709764635327,5583,media
7,0.911289056750578,18960,0.8312264986093966,9551,buena
4,0.9161446101618396,22210,0.9108190810352028,12162,media
4,0.8996834338757143,26315,0.8247133391028445,15854,buena
6,0.8495976545726287,23673,0.8037576108587372,13649,buena
4,0.8934257200018553,27485,0.8946860692377295,16872,buena
8,0.8243158235544519,27868,0.726382984262591,17203,media
4,0.8512192146758836,27189,0.7816118931561366,16615,buena
8,0.7824367675543782,23091,0.7129594543291565,13131,media
9,0.7616444105743129,23451,0.7498913190129435,13486,media
2,0.7688528115680724,19035,0.7446619389748123,9419,media
4,0.957176677133018,26323,0.7537809755505593,15788,media
5,0.9149751868830102,28669,0.8721888413861183,17955,buena
7,0.8976436447831896,26732,0.7943993024684092,16304,buena
6,0.8300851563077453,17468,0.6140109160792325,7949,media
2,0.567054194537989,30699,0.4415697367237611,19413,mala
2,0.8937417698621243,26896,0.955906247511855,16261,buena
3,0.5874669953649347,24263,0.6110162325728223,13957,media
9,0.8195129528367863,20130,0.9394285963114912,10647,buena
3,0.954419587011585,28493,0.9688216927616492,17758,buena
5,0.8740539588841147,24468,0.9386977478918446,14127,media
2,0.912327856375096,22471,0.859541781624508,12462,media
6,0.7600141991747864,21855,0.748724673285514,11916,media
1,0.7769738341777801,27162,0.6854875485359369,16441,media
6,0.5706867287714021,26982,0.4935904855847303,15785,mala
9,0.8124345961150812,23528,0.7948950482949126,13475,media
7,0.4713146726239375,21661,0.392695686202223,11284,mala
4,0.5348028815519615,22504,0.4883099829203548,10204,mala
9,0.7155828114645063,20437,0.7242428285557776,10838,media
9,0.8138739506310346,17631,0.4762834030226252,8027,mala
6,0.8398445872981379,26935,0.9024477768915516,16488,buena
11,0.0,0,0.0,0,media
6,0.6934066643455788,25670,0.4817673008144771,15256,media
6,0.5023868006339496,23148,0.7476174746151127,12760,mala
6,0.9374771005554268,27242,0.8882450811495493,16711,buena
3,0.8364719847410182,26961,0.71039375791757,16243,media
8,0.9404234490563138,21250,0.6399727713714378,11577,media
4,0.5553227660077436,31661,0.4532622140772752,20162,mala
2,0.3301891702578863,24111,0.3344924319444725,13491,mala
4,0.9242171371907488,27233,0.8561830859125524,16652,buena
7,0.658101079536149,14599,0.4703681870485203,5609,media
6,0.742082604965845,30194,0.7189675210923915,19223,media
2,0.5158610125086404,20448,0.5033982954633522,9411,mala
4,0.9161939561215732,23450,0.8858785793119348,13280,buena
5,0.7626443961326128,19045,0.6509938087424331,9359,media
4,0.6476468324715885,23047,0.4765177260142205,12957,media
2,0.5444044891244081,24209,0.7358476809030472,13632,mala
4,0.604863948543031,25437,0.4755348283963796,15015,media
4,0.8938647812802487,28722,0.8403321454555691,17960,buena
5,0.8441294358733983,20744,0.8819223390104223,10974,buena
7,0.6773305470017936,19964,0.5633489868452152,10302,media
6,0.8992192679624234,26118,0.8471216071060904,15732,buena
3,0.5529143205515857,17537,0.1727813799078862,7174,mala
3,0.8595421024432085,28541,0.9403140750368694,17685,buena
6,0.5610831084999153,25224,0.7448860929452688,14916,media
3,0.9171769567059076,26851,0.8597559085661405,16307,buena
6,0.8276211838519856,24294,0.8629506194034346,14076,media
6,0.5704148570969195,20395,0.4054890156031121,10342,mala
3,0.5211930601167883,18805,0.5058997699499762,8874,mala
3,0.9804427015397332,28446,0.9772772284770564,17744,buena
7,0.684616438850747,25024,0.3558853879740196,14204,mala
6,0.7343258411682647,12899,0.7695560630343115,3948,media
7,0.8635094165199958,23073,0.5985948556455591,13051,media
8,0.0,0,0.0,0,mala
1,0.8366130238213437,28362,0.6869694765350988,17279,media
1,0.8739191307302923,20792,0.7080272873367717,10714,media
2,0.9324514799876616,26550,0.9192561006363812,16019,buena
7,0.8855089315436229,22439,0.8621222406957046,12565,buena
10,0.9669256748168822,21579,0.9478706769325126,11975,buena
8,0.905982710584727,13766,0.8854377825886907,4975,media
5,0.5916753501332589,21498,0.4287609194815981,11405,mala
6,0.5673285153844183,17567,0.4199273223957357,7981,mala
1,0.3554331481905477,23478,0.2181520199465482,13169,mala
4,0.8190646869435064,20881,0.6822100686387581,11031,media
9,0.7740602403261075,23625,0.6289265508561397,13446,media
10,0.8900426404090764,20585,0.8621865614803566,11116,buena
4,0.8692121328273138,18738,0.7691047203167425,9254,buena
5,0.8431475529362669,22205,0.4298099579685835,12082,media
4,0.4178584116329227,31611,0.3289439927041538,20201,mala
4,0.6964105549562196,25801,0.6739428064617099,15233,media
5,0.9833246640725029,30174,0.9401952723244028,19256,buena
8,1.0,27753,0.849041372986444,17152,media
4,0.5394104965750721,29148,0.6695924235156359,17701,mala
8,0.8417012332566578,22651,0.772768726458154,12789,media
7,0.9044749819690544,23970,0.9548923222341968,13874,buena
9,0.8531804940681597,23215,0.8960229927827494,13392,buena
8,0.994761417499908,27162,0.9605525334611826,16728,buena
8,0.6269332840741993,18138,0.7494146049207835,8797,media
6,0.9551192622524312,22127,0.9694522929168056,12262,buena
6,0.9020586075323768,28102,0.8396320020051027,17475,buena
4,0.7857084415147801,27183,0.6379450198964643,16576,media
6,0.8249999950511364,15125,0.6905989907456257,6136,media
7,0.9416547436005388,25953,0.9508495364904128,15620,buena
5,0.6532033991021051,23421,0.6453580235158893,13247,media
5,0.9686973737226732,18549,1.0,9138,buena
8,0.726639597234588,17067,0.65418322303927,7752,media
5,0.9425630331403292,25119,0.8195079572316791,14876,buena
6,0.5293245654728862,22077,0.4246700552772798,11087,mala
4,0.957790291592732,21922,0.8736336276284752,11962,buena
3,0.5534713989988242,23131,0.7009854598443452,12722,mala
1,0.7276436285716255,28476,0.6520618397640634,16910,mala
6,0.9510743069300304,24708,0.8656821407458215,14581,buena
2,0.65034176044474,26046,0.4920617187287228,15075,mala
6,0.9487252926885104,27493,0.9786223357243468,16927,buena
1,0.7981900701695008,27802,0.7808707697978935,16839,media
4,0.8171926185566718,24200,0.8544506186945972,13864,buena
2,0.9093151080188422,23101,0.8834297084216128,12910,buena
2,0.8194591608712001,28152,0.777353821693386,17249,mala
5,0.801066822609708,17653,0.6406596757958419,8273,media
8,0.578793967847735,22800,0.5557123595484509,12469,mala
4,0.7913179488928934,19680,0.7384800001855769,9802,media
6,0.925072194430214,33972,0.9281828800320492,22682,buena
6,0.8841976452445398,21077,0.8963541233952298,11376,buena
4,0.8494981611291563,31076,0.8859084424762111,20058,buena
1,0.63624705545392,20188,0.4732686546638367,9944,mala
11,0.7910771855336588,22730,0.8314881147362372,12959,media
3,0.8396464467117228,27789,0.8590043021251023,16858,media
7,0.8547302690221903,19881,0.6066198320670426,10250,media
3,0.5878712375612046,17458,0.2830051409517818,6821,mala
9,0.4270312646710513,22889,0.4520294694160783,12656,mala
5,0.487297322558586,22481,0.3275295444356351,12092,mala
4,0.9493761978834736,20269,0.9503796649412114,10540,buena
9,0.7219496866015518,15955,0.5979308221940719,6820,media
6,0.9401754135182108,28752,0.846193282463556,18071,buena
9,0.7540799550592682,17092,0.6100736832845445,7698,mala
6,0.7837602662089529,24110,0.6447782988793626,13880,media
5,0.8028072176517301,20405,0.7710881070475525,10706,buena
7,0.7079229782063307,26896,0.693949154058043,16389,media
8,0.7942231214364667,22444,0.7193200953342952,12535,media
8,0.6954929116203428,11736,0.6598923221785435,1738,mala
4,0.3993026640947497,24728,0.5071767234707982,13957,mala
6,0.4643991102734495,24638,0.4651222696163353,14118,mala
5,0.4345880437294777,18495,0.4748915428030487,8566,mala
3,0.5489740106776646,26206,0.5080673875415617,15420,mala
5,0.9644694175104134,23712,0.8726836306050807,13587,buena
8,0.7283243089106434,14629,0.5904529443713009,5741,media
9,0.854705953367456,22780,0.8874176591044305,12977,buena
2,0.923487333524678,22334,0.9449378052909247,12283,buena
4,0.8758543466068954,14139,0.8367978979843268,5115,media
6,0.5766970321289518,22366,0.5760998664850931,12139,mala
4,0.9566655978748198,24090,1.0,13856,buena
6,0.8255926009042687,24535,0.6979226108857971,14262,media
3,0.5359868037711794,22517,0.3367768833220659,12072,mala
5,0.8734175327519919,17673,0.8406064992357964,8319,buena
9,1.0,31906,0.7556196409014528,20861,media
9,0.9072231322344784,26004,0.8958440616041359,15708,buena
6,0.865761859240955,23640,0.8372662612938736,13559,buena
11,0.7975741443605276,22235,0.7866190814633337,12312,media
3,0.8583636087180122,20716,0.9227896493557992,10916,buena
2,0.3578955899583073,19241,0.1584063280328319,9197,mala
7,0.5926807121929641,16740,0.7665878692543127,7541,media
6,0.9142089134760424,15144,0.8609561322831003,6136,buena
9,0.5438209833440766,23686,0.4894020776428498,13559,mala
8,0.6892205575580629,18880,0.6907034706334911,9338,media
2,0.9299022104105884,24299,0.6000753843341126,13941,media
4,0.6401368543838059,24599,0.8953962121395201,14329,media
1,0.8514182462389109,21296,0.6835073185331557,11204,media
2,0.7921464642899088,19756,0.79793238338194,9912,media
8,0.7998368196258974,25676,0.643705959579091,15347,media
2,0.0,0,0.0,0,mala
2,0.7436275089546849,26155,0.7894863747385206,15645,media
9,0.7740011546266222,23760,0.7216270151196755,13744,media
4,0.8999486957497786,23666,0.6986122277843314,13231,mala
1,0.6348520340910943,21594,0.5731168782941762,11349,mala
7,0.9800676362188374,23408,0.9130387559646486,13383,buena
1,0.0,0,0.0,0,mala
8,0.8859758013046674,19494,0.8401762815242704,10073,buena
4,0.5322233268907477,21368,0.6784736163096077,11178,mala
3,0.8644092923800476,29506,0.7837860539387983,18573,media
6,0.9642973226219802,23536,0.9505765651122154,13466,buena
5,0.5947163545029921,20255,0.5656254517375732,10482,media
6,0.922637943341776,17819,0.9188469510188264,8510,buena
4,0.3631597261298813,24723,0.2778877940882932,14171,mala
8,0.7723449356308594,22190,0.8365256039780994,12320,media
4,0.7715031649703264,21492,0.7821412358353323,11421,media
7,0.7331299660781773,23477,0.6337366423753525,13198,media
7,0.912943995435686,20443,0.8867245003980724,10839,buena
7,0.5952751739961931,29093,0.6601834323843031,18258,media
12,0.4354902015715003,23885,0.5706729475939867,13448,mala
5,0.9179468466202862,16773,0.9802761007349372,7525,buena
7,0.7858904940406051,27152,0.8582696249865125,16741,buena
2,0.6039624796470383,30676,0.4400565073922773,19537,mala
4,0.8208304887705979,24914,0.8338003060026216,14431,media
5,0.9178451974152488,20221,0.9345435557939116,10577,buena
4,1.0,22160,1.0,12265,buena
4,0.5727951954197077,29989,0.4771285576003027,18959,media
5,0.96385874593073,23720,0.9597295472061804,13619,buena
9,0.9800386098044492,26062,0.907526675665802,15823,buena
3,0.920362286171324,21451,0.8536511709778646,11555,buena
7,0.57631509740046,19283,0.503580752804085,8744,mala
6,0.9155652861697728,22957,0.959081042467012,12975,buena
8,0.4882544797382658,22729,0.3780934693446735,12149,mala
4,0.5045878597039225,18342,0.3929089446726687,8401,mala
2,0.5089256046332691,25354,0.4576659340079829,14622,mala
9,0.7809264185820166,28348,0.6654572115553592,17691,media
1,0.7426969104735388,30766,0.560380602553903,19671,mala
6,0.762237497956261,24148,0.8467634155125483,14045,buena
3,0.7510941861123696,27449,0.5412086378351564,16752,media
4,0.6696283162694682,24232,0.5868041926619144,13950,media
6,0.9634319757949388,20054,0.978732512915138,10493,buena
2,0.916590559589996,29329,0.8410663556163923,18393,media
8,0.5317669027943187,25257,0.2712444941710898,14754,mala
6,0.7354574608043652,22842,0.749622540956329,12685,media
9,0.8626455712911455,22294,0.7377972177774245,12327,media
6,0.8168733066251521,19330,0.7679773985666918,9716,media
1,0.3854660663451145,19413,0.3614603299479665,9423,mala
4,1.0,19809,0.932573404042158,10203,buena
2,1.0,30153,0.6715229683763535,19063,media
6,0.94575937996744,18834,0.905829605909005,9367,buena
5,0.7014239705612262,21130,0.7378964980624645,11155,media
11,0.6663703974216854,19303,0.4845418148015405,9313,mala
9,0.7076938586097417,23425,0.7178535529162732,13460,media
6,0.8978334639607016,25098,0.88396716952026,14857,media
8,0.8323088853058394,23928,0.8999410537136573,13684,media
4,0.8828446887316711,25682,0.9143436471596352,15358,buena
4,0.9624148904476124,25632,0.8258554408354192,15009,media
7,0.8483867005762903,25079,0.907823778133301,14883,buena
1,0.8203616761141121,23506,0.7974602977578717,13255,media
6,0.8182546852322377,19057,0.8749929360742777,9559,buena
10,0.557090639071139,25093,0.3362422981295274,14160,mala
3,0.387139637136287,24504,0.3105724698079275,13988,mala
9,0.6276104712868028,23571,0.4962558696644388,13467,media
6,0.6534513408099897,28229,0.6900222535043551,17553,media
8,0.769699997572184,18587,0.7819192839968377,8976,media
2,0.5431612284865189,22797,0.6062317625178714,12449,media
7,0.5494830614560026,23397,0.3127012393471375,12833,mala
10,0.8934913708079475,17392,0.841294869834467,8271,buena
5,0.8748409395490268,26714,0.8608368058671638,16300,buena
6,0.9185903537071208,18406,0.9292008029561916,9014,buena
5,0.597204358424001,24643,0.3533012422915438,14057,mala
8,0.7209605948383717,18404,0.5446855029946422,8456,mala
9,0.5502434223636135,25722,0.6013396922780577,14340,mala
4,0.9354318674253816,28713,0.8431524626528983,17931,buena
6,0.6117473878743857,16890,0.6371596978045249,7403,mala
5,0.8058729901539705,27305,0.7555333459734164,16671,media
6,0.7953880265073897,20127,0.800312723362609,10277,media
4,0.9282111729926152,22182,0.9114601489783054,12239,buena
11,0.8086905382037265,20440,0.9014186236613444,10826,media
5,0.9019414173187752,20152,0.8185010757147164,10472,buena
9,0.7398517385814553,19952,0.7960051808817908,10346,media
5,1.0,21784,0.9733417069903556,11957,buena
3,0.7365278816682936,19960,0.6409023392201387,10085,media
1,0.5175927868700385,20975,0.5373179667036629,9432,mala
4,0.8843761944437462,24977,0.5624348749371665,14435,media
7,0.8902912990899127,20958,0.9234717411248816,11247,buena
7,0.5136834006932683,16961,0.3620321333201108,7452,mala
5,0.6336920690749025,25471,0.7515828559633275,14991,media
4,0.8203226562021644,28691,0.6939084769564788,17743,media
6,0.7390995917892297,26453,0.6582539732811398,15958,media
6,0.8686862363981036,13368,0.940731307611792,4629,buena
7,0.8712285162548612,21577,0.6747864087458612,11770,media
7,0.769343033504701,27026,0.459175619394329,15669,mala
6,0.9266514858439324,18242,0.943081947964942,8735,buena
4,0.9816104252494002,25181,0.8880669064293641,14895,buena
9,0.8960388348106216,20784,0.9175578558649924,11204,buena
2,0.913648369433168,24412,0.8808949171278126,14136,buena
4,0.7711671907641753,24187,0.6612622571689655,13883,media
5,0.981523147875772,22877,0.9979094353836532,12921,buena
5,0.8130706252312276,21213,0.7907969888478236,11157,media
2,0.8978580399777293,24165,0.7564002759284965,13745,media
6,0.8768762789123378,28248,0.9022617685967512,17651,buena
7,0.5605791954832942,20912,0.4190451473489826,10921,mala
7,0.8806155591195604,23842,0.9325448801413206,13794,buena
8,0.7853395362126584,23324,0.726262751075471,13262,media
3,0.9785557364188152,33087,0.8922753920501936,21728,buena
5,0.877586537633817,28647,0.865317619808028,17931,buena
